site,plot_id,gen_sp,common_nNL,cover,latitude,longitude,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Carex_panicea,Blauwe zegge,2a,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Carex_vesicaria,Blaaszegge,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Cynosurus_cristatus,Kamgras,1,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Equisetum_fluviatile,Holpijp,2a,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Eriophorum_angustifolium,Veenpluis,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Holcus_lanatus,Gestreepte witbol,1,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Juncus_articulatus,Zomprus,3,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Lotus_pedunculatus,Moerasrolklaver,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Lysimachia_thyrsiflora,Moeraswederik,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Pedicularis_palustris,Moeraskartelblad,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Rhinanthus_angustifolius,Grote ratelaar,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Salix_cinerea,Grauwe en Rossige wilg,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Succisa_pratensis,Blauwe knoop,2a,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Trifolium_dubium,Kleine klaver,1,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Trifolium_repens,Witte klaver,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Dactylorhiza_majalis,Brede orchis,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Euphrasia_stricta,Stijve ogentroost,2a,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Galium_palustre,Moeraswalstro,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Elytrigia_repens,Kweek,+,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_01,Dactylorhiza_praetermissa,Rietorchis,2a,51.68139,5.26857,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Carex_panicea,Blauwe zegge,3,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Equisetum_fluviatile,Holpijp,1,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Holcus_lanatus,Gestreepte witbol,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Lotus_pedunculatus,Moerasrolklaver,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Salix_cinerea,Grauwe en Rossige wilg,r,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Succisa_pratensis,Blauwe knoop,2a,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Euphrasia_stricta,Stijve ogentroost,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Dactylorhiza_praetermissa,Rietorchis,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Anthoxanthum_odoratum,Gewoon reukgras,1,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Betula_pubescens,Zachte berk,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Cirsium_dissectum,Spaanse ruiter,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Drosera_intermedia,Kleine zonnedauw,1,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Hypochaeris_radicata,Gewoon biggenkruid,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Juncus_effusus,Pitrus,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Prunella_vulgaris,Gewone brunel,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_02,Trifolium_pratense,Rode klaver,+,51.681680,5.269428,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Carex_panicea,Blauwe zegge,2b,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Equisetum_fluviatile,Holpijp,2m,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Lotus_pedunculatus,Moerasrolklaver,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Lysimachia_thyrsiflora,Moeraswederik,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Pedicularis_palustris,Moeraskartelblad,2a,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Rhinanthus_angustifolius,Grote ratelaar,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Salix_cinerea,Grauwe en Rossige wilg,2a,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Succisa_pratensis,Blauwe knoop,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Euphrasia_stricta,Stijve ogentroost,r,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Galium_palustre,Moeraswalstro,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Dactylorhiza_praetermissa,Rietorchis,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Betula_pubescens,Zachte berk,r,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Hypochaeris_radicata,Gewoon biggenkruid,r,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Betula_pendula,Ruwe berk,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Cardamine_pratensis,Pinksterbloem,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Filipendula_ulmaria,Moerasspirea,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Hypericum_tetrapterum,Gevleugeld hertshooi,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Lythrum_salicaria,Grote kattenstaart,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Phalaris_arundinacea,Rietgras,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_03,Sanguisorba_officinalis,Grote pimpernel,+,51.681860,5.269117,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Carex_panicea,Blauwe zegge,2b,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Equisetum_fluviatile,Holpijp,2m,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Juncus_articulatus,Zomprus,2b,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Lotus_pedunculatus,Moerasrolklaver,1,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Rhinanthus_angustifolius,Grote ratelaar,2a,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Salix_cinerea,Grauwe en Rossige wilg,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Succisa_pratensis,Blauwe knoop,1,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Trifolium_dubium,Kleine klaver,2a,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Trifolium_repens,Witte klaver,r,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Dactylorhiza_praetermissa,Rietorchis,r,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Euphrasia_stricta,Stijve ogentroost,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Galium_palustre,Moeraswalstro,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Elytrigia_repens,Kweek,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Betula_pubescens,Zachte berk,1,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Cirsium_dissectum,Spaanse ruiter,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Betula_pendula,Ruwe berk,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Cardamine_pratensis,Pinksterbloem,r,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Filipendula_ulmaria,Moerasspirea,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Phalaris_arundinacea,Rietgras,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Sanguisorba_officinalis,Grote pimpernel,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Luzula_campestris,Gewone veldbies,+,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_04,Hypericum_maculatum,Kantig/Gevlekt hertshooi,1,51.681718,5.268783,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Carex_panicea,Blauwe zegge,2b,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Equisetum_fluviatile,Holpijp,1,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Holcus_lanatus,Gestreepte witbol,r,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Juncus_articulatus,Zomprus,1,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Lotus_pedunculatus,Moerasrolklaver,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Lysimachia_thyrsiflora,Moeraswederik,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Pedicularis_palustris,Moeraskartelblad,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Rhinanthus_angustifolius,Grote ratelaar,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Salix_cinerea,Grauwe en Rossige wilg,2a,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Succisa_pratensis,Blauwe knoop,1,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Euphrasia_stricta,Stijve ogentroost,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Galium_palustre,Moeraswalstro,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Dactylorhiza_praetermissa,Rietorchis,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Anthoxanthum_odoratum,Gewoon reukgras,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Betula_pubescens,Zachte berk,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Hypochaeris_radicata,Gewoon biggenkruid,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Prunella_vulgaris,Gewone brunel,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Cardamine_pratensis,Pinksterbloem,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Filipendula_ulmaria,Moerasspirea,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Sanguisorba_officinalis,Grote pimpernel,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Luzula_campestris,Gewone veldbies,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Silene_floscuculi,Echte koekoeksbloem,r,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Potentilla_erecta,Tormentil,+,51.681676,5.268691,
Honderd Morgen (Vlijmen Ven),VV_B_TG_05,Carex_demissa,Geelgroene zegge,+,51.681676,5.268691,
Schildbroek (Groesbeek),SB_B_TG_01,Holcus_lanatus,Gestreepte witbol,2m,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Lotus_pedunculatus,Moerasrolklaver,1,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Lysimachia_thyrsiflora,Moeraswederik,+,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Salix_cinerea,Grauwe en Rossige wilg,+,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Succisa_pratensis,Blauwe knoop,+,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Anthoxanthum_odoratum,Gewoon reukgras,1,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Prunella_vulgaris,Gewone brunel,r,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Silene_floscuculi,Echte koekoeksbloem,r,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Potentilla_erecta,Tormentil,+,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Juncus_acutiflorus,Veldrus,3,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Ranunculus_repens,Kruipende boterbloem,+,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Juncus_effusus,Pitrus,2b,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Plantago_lanceolata,Smalle weegbree,r,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Carex_ovalis,Hazenzegge,2b,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Centaurea_jacea,Knoopkruid,+,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_01,Quercus_robur,Zomereik,r,51.78183,5.97630,
Schildbroek (Groesbeek),SB_B_TG_02,Carex_panicea,Blauwe zegge,2a,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Cynosurus_cristatus,Kamgras,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Holcus_lanatus,Gestreepte witbol,2a,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Lotus_pedunculatus,Moerasrolklaver,1,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Succisa_pratensis,Blauwe knoop,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Anthoxanthum_odoratum,Gewoon reukgras,2m,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Prunella_vulgaris,Gewone brunel,1,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Silene_floscuculi,Echte koekoeksbloem,r,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Juncus_acutiflorus,Veldrus,3,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Ranunculus_repens,Kruipende boterbloem,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Juncus_effusus,Pitrus,2a,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Myosotis_scorpioides,Moerasvergeet-mij-nietje,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Lysimachia_vulgaris,Grote wederik,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Centaurea_jacea,Knoopkruid,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Quercus_robur,Zomereik,+,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Rumex_crispus,Krulzuring,r,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Epilobium_hirsutum,Harig wilgenroosje,r,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_02,Dactylorhiza_maculata,Gevlekte orchis,r,51.78167,5.97632,
Schildbroek (Groesbeek),SB_B_TG_03,Holcus_lanatus,Gestreepte witbol,2m,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Lotus_pedunculatus,Moerasrolklaver,1,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Succisa_pratensis,Blauwe knoop,1,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Anthoxanthum_odoratum,Gewoon reukgras,1,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Hypochaeris_radicata,Gewoon biggenkruid,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Prunella_vulgaris,Gewone brunel,1,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Silene_floscuculi,Echte koekoeksbloem,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Potentilla_erecta,Tormentil,1,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Ranunculus_acris,Scherpe boterbloem,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Calluna_vulgaris,Struikhei,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Carex_pallescens,Bleke zegge,2a,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Juncus_effusus,Pitrus,3,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Plantago_lanceolata,Smalle weegbree,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Carex_ovalis,Hazenzegge,2a,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Jacobaea_vulgaris,Jakobskruiskruid,r,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Centaurea_jacea,Knoopkruid,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_03,Quercus_robur,Zomereik,+,51.78117,5.97662,
Schildbroek (Groesbeek),SB_B_TG_04,Holcus_lanatus,Gestreepte witbol,2m,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Lotus_pedunculatus,Moerasrolklaver,1,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Salix_cinerea,Grauwe en Rossige wilg,r,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Succisa_pratensis,Blauwe knoop,r,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Anthoxanthum_odoratum,Gewoon reukgras,2m,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Cirsium_dissectum,Spaanse ruiter,r,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Hypochaeris_radicata,Gewoon biggenkruid,+,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Prunella_vulgaris,Gewone brunel,1,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Betula_pendula,Ruwe berk,+,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Cardamine_pratensis,Pinksterbloem,r,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Lythrum_salicaria,Grote kattenstaart,+,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Carex_demissa,Geelgroene zegge,r,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Cirsium_palustre,Kale jonker,+,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Juncus_acutiflorus,Veldrus,2b,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Ranunculus_repens,Kruipende boterbloem,+,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Carex_pallescens,Bleke zegge,2a,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Juncus_effusus,Pitrus,2b,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_04,Centaurea_jacea,Knoopkruid,+,51.78085,5.97663,
Schildbroek (Groesbeek),SB_B_TG_05,Carex_panicea,Blauwe zegge,2b,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Holcus_lanatus,Gestreepte witbol,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Lotus_pedunculatus,Moerasrolklaver,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Salix_cinerea,Grauwe en Rossige wilg,r,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Succisa_pratensis,Blauwe knoop,2a,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Anthoxanthum_odoratum,Gewoon reukgras,1,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Hypochaeris_radicata,Gewoon biggenkruid,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Prunella_vulgaris,Gewone brunel,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Potentilla_erecta,Tormentil,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Carex_demissa,Geelgroene zegge,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Juncus_acutiflorus,Veldrus,2b,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Ranunculus_repens,Kruipende boterbloem,+,51.78122,5.97613,
Schildbroek (Groesbeek),SB_B_TG_05,Juncus_effusus,Pitrus,2a,51.78122,5.97613,
De Bruuk,BK_B_TG_01,Carex_panicea,Blauwe zegge,1,,,
De Bruuk,BK_B_TG_01,Holcus_lanatus,Gestreepte witbol,+,,,
De Bruuk,BK_B_TG_01,Salix_cinerea,Grauwe en Rossige wilg,2b,,,
De Bruuk,BK_B_TG_01,Anthoxanthum_odoratum,Gewoon reukgras,1,,,
De Bruuk,BK_B_TG_01,Cirsium_dissectum,Spaanse ruiter,r,,,
De Bruuk,BK_B_TG_01,Betula_pendula,Ruwe berk,+,,,
De Bruuk,BK_B_TG_01,Cardamine_pratensis,Pinksterbloem,+,,,
De Bruuk,BK_B_TG_01,Filipendula_ulmaria,Moerasspirea,+,,,
De Bruuk,BK_B_TG_01,Hypericum_tetrapterum,Gevleugeld hertshooi,+,,,
De Bruuk,BK_B_TG_01,Lythrum_salicaria,Grote kattenstaart,+,,,
De Bruuk,BK_B_TG_01,Silene_floscuculi,Echte koekoeksbloem,+,,,
De Bruuk,BK_B_TG_01,Carex_demissa,Geelgroene zegge,1,,,
De Bruuk,BK_B_TG_01,Juncus_acutiflorus,Veldrus,2b,,,
De Bruuk,BK_B_TG_01,Ranunculus_repens,Kruipende boterbloem,+,,,
De Bruuk,BK_B_TG_01,Phragmites_australis,Riet,1,,,
De Bruuk,BK_B_TG_01,Agrostis_capillaris,Gewoon struisgras,+,,,
De Bruuk,BK_B_TG_01,Carex_acuta,Scherpe zegge,1,,,
De Bruuk,BK_B_TG_01,Carex_disticha,Tweerijige zegge,+,,,
De Bruuk,BK_B_TG_01,Carex_hirta,Ruige zegge,+,,,
De Bruuk,BK_B_TG_01,Carex_pallescens,Bleke zegge,+,,,
De Bruuk,BK_B_TG_01,Carex_pulicaris,Vlozegge,2a,,,
De Bruuk,BK_B_TG_01,Equisetum_palustre,Lidrus,+,,,
De Bruuk,BK_B_TG_01,Galium_aparine,Kleefkruid,+,,,
De Bruuk,BK_B_TG_01,Juncus_conglomeratus,Biezenknoppen,+,,,
De Bruuk,BK_B_TG_01,Lotus_pedunculatus,Moerasrolklaver,+,,,
De Bruuk,BK_B_TG_02,Cynosurus_cristatus,Kamgras,2b,,,
De Bruuk,BK_B_TG_02,Holcus_lanatus,Gestreepte witbol,2b,,,
De Bruuk,BK_B_TG_02,Salix_cinerea,Grauwe en Rossige wilg,3,,,
De Bruuk,BK_B_TG_02,Trifolium_dubium,Kleine klaver,r,,,
De Bruuk,BK_B_TG_02,Anthoxanthum_odoratum,Gewoon reukgras,2a,,,
De Bruuk,BK_B_TG_02,Prunella_vulgaris,Gewone brunel,+,,,
De Bruuk,BK_B_TG_02,Trifolium_pratense,Rode klaver,2a,,,
De Bruuk,BK_B_TG_02,Cardamine_pratensis,Pinksterbloem,+,,,
De Bruuk,BK_B_TG_02,Lythrum_salicaria,Grote kattenstaart,+,,,
De Bruuk,BK_B_TG_02,Silene_floscuculi,Echte koekoeksbloem,+,,,
De Bruuk,BK_B_TG_02,Carex_demissa,Geelgroene zegge,+,,,
De Bruuk,BK_B_TG_02,Cerastium_fontanum,Gewone hoornbloem,+,,,
De Bruuk,BK_B_TG_02,Juncus_acutiflorus,Veldrus,3,,,
De Bruuk,BK_B_TG_02,Myosotis_laxa,Zompvergeet-mij-nietje,+,,,
De Bruuk,BK_B_TG_02,Ranunculus_repens,Kruipende boterbloem,+,,,
De Bruuk,BK_B_TG_02,Dactylorhiza_maculata,Gevlekte orchis,+,,,
De Bruuk,BK_B_TG_02,Phragmites_australis,Riet,r,,,
De Bruuk,BK_B_TG_02,Carex_hirta,Ruige zegge,+,,,
De Bruuk,BK_B_TG_02,Carex_pallescens,Bleke zegge,+,,,
De Bruuk,BK_B_TG_02,Juncus_effusus,Pitrus,1,,,
De Bruuk,BK_B_TG_02,Lotus_pedunculatus,Moerasrolklaver,+,,,
De Bruuk,BK_B_TG_02,Ajuga_reptans,Kruipend zenegroen,+,,,
De Bruuk,BK_B_TG_02,Plantago_lanceolata,Smalle weegbree,+,,,
De Bruuk,BK_B_TG_02,Poa_trivialis,Ruw beemdgras,2a,,,
De Bruuk,BK_B_TG_02,Rumex_acetosa,Veldzuring,r,,,
De Bruuk,BK_B_TG_02,Epilobium_tetragonum,Kantige basterdwederik,+,,,
De Bruuk,BK_B_TG_02,Carex_ovalis,Hazenzegge,+,,,
De Bruuk,BK_B_TG_03,Holcus_lanatus,Gestreepte witbol,3,,,
De Bruuk,BK_B_TG_03,Lotus_pedunculatus,Moerasrolklaver,+,,,
De Bruuk,BK_B_TG_03,Salix_cinerea,Grauwe en Rossige wilg,3,,,
De Bruuk,BK_B_TG_03,Trifolium_dubium,Kleine klaver,+,,,
De Bruuk,BK_B_TG_03,Juncus_effusus,Pitrus,2b,,,
De Bruuk,BK_B_TG_03,Silene_floscuculi,Echte koekoeksbloem,+,,,
De Bruuk,BK_B_TG_03,Juncus_acutiflorus,Veldrus,1,,,
De Bruuk,BK_B_TG_03,Myosotis_laxa,Zompvergeet-mij-nietje,+,,,
De Bruuk,BK_B_TG_03,Ranunculus_repens,Kruipende boterbloem,+,,,
De Bruuk,BK_B_TG_03,Dactylorhiza_maculata,Gevlekte orchis,r,,,
De Bruuk,BK_B_TG_03,Agrostis_capillaris,Gewoon struisgras,2m,,,
De Bruuk,BK_B_TG_03,Juncus_conglomeratus,Biezenknoppen,2b,,,
De Bruuk,BK_B_TG_03,Plantago_lanceolata,Smalle weegbree,1,,,
De Bruuk,BK_B_TG_03,Rumex_acetosa,Veldzuring,+,,,
De Bruuk,BK_B_TG_03,Epilobium_tetragonum,Kantige basterdwederik,+,,,
De Bruuk,BK_B_TG_03,Alopecurus_pratensis,Grote vossenstaart,+,,,
De Bruuk,BK_B_TG_03,Arrhenatherum_elatius,Glanshaver,3,,,
De Bruuk,BK_B_TG_03,Myosotis_scorpioides,Moerasvergeet-mij-nietje (groep),+,,,
De Bruuk,BK_B_TG_04,Cynosurus_cristatus,Kamgras,2b,,,
